participant_id,activity,phase,window_id,start_time,end_time,mean_ENMO,sd_ENMO,median_ENMO,mad_ENMO,min_ENMO,max_ENMO,range_ENMO,dom_freq,spectral_entropy,energy_band_1,energy_band_2,energy_band_3,zero_crossing_rate
BIRRO,assis immobile,1,13,2024-09-19T15:35:30Z,2024-09-19T15:35:34.966667Z,-0.0158088149066249,0.00719138616781745,-0.0160858662590256,0.00574689879553843,-0.0446900120754984,0.00764420651595299,0.0523342185914514,5.87837837837838,3.56057535481725,0.00571315948643778,0.0883151782756889,0.881869978030041,0.393333333333333
BIRRO,assis immobile,1,14,2024-09-19T15:35:35Z,2024-09-19T15:35:39.966667Z,-0.017857878428125,0.00883598896229628,-0.0187609114525508,0.00582629693123366,-0.0455607923737645,0.0159788729842274,0.0615396653579919,4.05405405405405,3.46074552524253,0.0257728707710206,0.268443924826393,0.69810474254087,0.293333333333333
BIRRO,assis immobile,1,15,2024-09-19T15:35:40Z,2024-09-19T15:35:44.966667Z,-0.0193327579120874,0.00594669621322657,-0.0191919025739139,0.00492034911999003,-0.0377506034292417,0.0114742280641376,0.0492248314933793,6.08108108108108,3.53289241096308,0.0191862837185743,0.141720047645453,0.807555010715455,0.353333333333333
BIRRO,assis immobile,1,16,2024-09-19T15:35:45Z,2024-09-19T15:35:49.966667Z,-0.0188175002842418,0.00479973119792002,-0.0189716824692354,0.00406249369721054,-0.032205694988625,-0.00393854365190693,0.0282671513367181,6.08108108108108,3.6012473878527,0.0172431041119382,0.243122661295881,0.717031140969241,0.38
BIRRO,assis immobile,1,17,2024-09-19T15:35:50Z,2024-09-19T15:35:54.966667Z,-0.0194212710311697,0.00653149126046505,-0.019769653435687,0.00560300181164568,-0.0404194698069434,0.0102583356925561,0.0506778054994995,6.08108108108108,3.46309814878703,0.0464555669681053,0.133205895767996,0.783853886243104,0.346666666666667
BIRRO,assis immobile,1,18,2024-09-19T15:35:55Z,2024-09-19T15:35:59.966667Z,-0.0173865678551062,0.00609117086037631,-0.0174240590076553,0.00558562925751348,-0.0326742816760164,-9.04232883065514e-05,0.0325838583877098,1.82432432432432,3.63060214191393,0.102400568145853,0.263259481715328,0.618013311754577,0.333333333333333
BIRRO,assis immobile,1,19,2024-09-19T15:36:00Z,2024-09-19T15:36:04.966667Z,-0.0169110682422643,0.00416896887643474,-0.0171030630110618,0.00400612685569336,-0.02875539415392,0.000155770933672805,0.0289111650875928,4.05405405405405,3.46255959347367,0.0721856374196752,0.309914303716749,0.594894953603835,0.32
BIRRO,assis immobile,1,20,2024-09-19T15:36:05Z,2024-09-19T15:36:09.966667Z,-0.0187369116203436,0.00988476211156,-0.019293240938262,0.00729629507917525,-0.0600606321186691,0.0330931983540095,0.0931538304726786,4.66216216216216,3.42173740956659,0.0258767333831666,0.139007994907447,0.814459001668447,0.333333333333333
BIRRO,assis immobile,1,21,2024-09-19T15:36:10Z,2024-09-19T15:36:14.966667Z,-0.0193525949322131,0.00654314144758713,-0.0197617354796777,0.0060850554023745,-0.0354873602096635,0.00454256671670561,0.0400299269263691,3.85135135135135,3.38688170282988,0.00474168421356093,0.168525501996133,0.772579481279313,0.36
BIRRO,assis immobile,1,22,2024-09-19T15:36:15Z,2024-09-19T15:36:19.966667Z,-0.0180750985331835,0.00845602493844149,-0.018043534885081,0.00710608879734705,-0.036393987440111,0.00890056419837815,0.0452945516384892,4.45945945945946,3.60818994653856,0.0393706781222424,0.322114372237897,0.623975013691104,0.32
BIRRO,assis immobile,1,23,2024-09-19T15:36:20Z,2024-09-19T15:36:24.966667Z,-0.0207836252165582,0.00916208899266753,-0.0200378930201503,0.00671213944643513,-0.0532187222329513,0.0136336374714572,0.0668523597044085,5.47297297297297,3.53861507320774,0.0298348548135064,0.117206730798388,0.808282850872915,0.3
BIRRO,assis immobile,1,24,2024-09-19T15:36:25Z,2024-09-19T15:36:29.966667Z,-0.0195471037427846,0.00596065455302637,-0.019871620066538,0.00432113250153798,-0.0577105695143041,0.00486786039348153,0.0625784299077856,7.5,3.46058294573031,0.00672474505477876,0.111741864803992,0.856020978163039,0.36
BIRRO,assis immobile,1,25,2024-09-19T15:36:30Z,2024-09-19T15:36:34.966667Z,-0.0195802411029266,0.00553488052467935,-0.0194964176965145,0.00420391796874374,-0.0431022373341838,-3.72017386618406e-05,0.043065035595522,2.02702702702703,3.67689160058617,0.0468477969602516,0.265285135169216,0.663884374338245,0.306666666666667
BIRRO,assis immobile,1,26,2024-09-19T15:36:35Z,2024-09-19T15:36:39.966667Z,-0.0204303911434617,0.00546861049245612,-0.0208014224645991,0.00425959338514515,-0.0372754927033997,0.0123139871910476,0.0495894798944473,8.10810810810811,3.47318091201874,0.0750608745113514,0.130056604536653,0.783097250109575,0.326666666666667
BIRRO,assis immobile,1,27,2024-09-19T15:36:40Z,2024-09-19T15:36:44.966667Z,-0.0198729550257266,0.00391572447513364,-0.019923733774192,0.00348781999873421,-0.0280363105652179,-0.00817733119950404,0.0198589793657139,4.05405405405405,3.29925978860948,0.0821661450656315,0.236477607591443,0.623423491575952,0.353333333333333
BIRRO,assis immobile,1,28,2024-09-19T15:36:45Z,2024-09-19T15:36:49.966667Z,-0.0188404600952479,0.00350908864196395,-0.0191322064417973,0.00376340919024005,-0.0270516862187995,-0.00956449521935998,0.0174871909994395,6.08108108108108,3.43615280212108,0.0684934957791101,0.192469759996688,0.722223953158417,0.366666666666667
BIRRO,assis immobile,1,29,2024-09-19T15:36:50Z,2024-09-19T15:36:54.966667Z,-0.0205335374164061,0.00415793508807353,-0.0208133466868445,0.00450768198199684,-0.0295034896400381,-0.0097920468271947,0.0197114428128434,0.202702702702703,3.60176008162427,0.114911964130493,0.219005995211897,0.619100391207743,0.38
BIRRO,assis immobile,1,30,2024-09-19T15:36:55Z,2024-09-19T15:36:59.966667Z,-0.0194345498432814,0.00323994577544481,-0.0193217001830618,0.00331846812856422,-0.0273308877731444,-0.0101194329593211,0.0172114548138234,2.02702702702703,3.40230658587396,0.111430785991817,0.291665358224468,0.572596943620574,0.306666666666667
BIRRO,assis immobile,1,31,2024-09-19T15:37:00Z,2024-09-19T15:37:04.966667Z,-0.0205202643073145,0.00380220350573128,-0.0204928082200135,0.00402528114831047,-0.0300718514028344,-0.0108992198978086,0.0191726315050258,0.202702702702703,3.33826882850381,0.133444378094802,0.224352419825373,0.615137900397326,0.32
BIRRO,assis immobile,1,32,2024-09-19T15:37:05Z,2024-09-19T15:37:09.966667Z,-0.0198648122751549,0.00559470434041277,-0.0195555167664996,0.00564991406188285,-0.0405629401240422,-0.0053250523750934,0.0352378877489488,5.87837837837838,3.48617165923348,0.0214067880020521,0.217289748578366,0.729061074804903,0.306666666666667
