participant_id,activity,phase,window_id,start_time,end_time,sd_ENMO,dom_freq,energy_band_1,median_ENMO
BIRRO,marche lente,1,13,2024-09-19T15:46:00Z,2024-09-19T15:46:04.966667Z,0.371400058733142,1.82432432432432,0.000486340291431031,-0.0679691753291876
BIRRO,marche lente,1,14,2024-09-19T15:46:05Z,2024-09-19T15:46:09.966667Z,0.330376525711249,1.82432432432432,0.00405571583956622,0.0135556422040948
BIRRO,marche lente,1,15,2024-09-19T15:46:10Z,2024-09-19T15:46:14.966667Z,0.35807927982508,1.82432432432432,0.00123420727041222,0.0195084749429187
BIRRO,marche lente,1,16,2024-09-19T15:46:15Z,2024-09-19T15:46:19.966667Z,0.368377088204425,1.82432432432432,0.00158300890612918,-0.0193348709914068
BIRRO,marche lente,1,17,2024-09-19T15:46:20Z,2024-09-19T15:46:24.966667Z,0.389136665429016,1.82432432432432,0.00265203162135311,0.052758958851623
BIRRO,marche lente,1,18,2024-09-19T15:46:25Z,2024-09-19T15:46:29.966667Z,0.386162877032489,1.82432432432432,0.00172281624346544,0.032206097553326
BIRRO,marche lente,1,19,2024-09-19T15:46:30Z,2024-09-19T15:46:34.966667Z,0.372815921864361,1.82432432432432,0.000438947598300932,0.0817572395210617
BIRRO,marche lente,1,20,2024-09-19T15:46:35Z,2024-09-19T15:46:39.966667Z,0.342030377920946,1.82432432432432,0.000483009284648306,0.04390916050063
BIRRO,marche lente,1,21,2024-09-19T15:46:40Z,2024-09-19T15:46:44.966667Z,0.334433815795018,1.82432432432432,0.000676223794660082,0.0431866997423502
BIRRO,marche lente,1,22,2024-09-19T15:46:45Z,2024-09-19T15:46:49.966667Z,0.335203089411129,1.82432432432432,0.000343800888075559,0.0313149665796126
BIRRO,marche lente,1,23,2024-09-19T15:46:50Z,2024-09-19T15:46:54.966667Z,0.353204838599312,1.82432432432432,0.000450022002463625,0.0434036059080487
BIRRO,marche lente,1,24,2024-09-19T15:46:55Z,2024-09-19T15:46:59.966667Z,0.333417578640985,1.82432432432432,0.00196186844999375,0.0312631649975044
